SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,DAYS_DECISION,CODE_REJECT_REASON,CNT_PAYMENT
2120185,142674,Cash loans,24683.49,693000,693000,-148,XAP,60
2781831,339075,Cash loans,18232.38,225000,269550,-928,LIMIT,36
1730851,221655,Cash loans,42557.4,832500,832500,-1161,XAP,36
1653698,194647,Cash loans,,0,0,-167,XAP,
1033500,159306,Cash loans,6808.635,90000,101880,-529,XAP,24
1450042,384040,Cash loans,10588.905,90000,95940,-1446,XAP,12
1633783,358177,Cash loans,,0,0,-329,XAP,
2275010,176825,Cash loans,,0,0,-22,XAP,
2398388,259111,Cash loans,,0,0,-60,XAP,
1344307,382786,Revolving loans,16875,202500,337500,-403,HC,0
2019584,262021,Cash loans,29433.735,697500,769315.5,-442,HC,36
2483237,191944,Cash loans,,0,0,-289,XAP,
1039296,226653,Cash loans,,0,0,-114,XAP,
2729492,122369,Revolving loans,11250,225000,225000,-596,XAP,0
1985955,361756,Cash loans,15114.735,67500,78079.5,-1057,XAP,6
2539876,396219,Cash loans,9410.13,112500,163768.5,-784,XAP,36
1880690,219459,Cash loans,21544.965,454500,508495.5,-369,XAP,36
1860081,163944,Cash loans,30901.23,900000,1078200,-186,HC,60
1937720,425312,Cash loans,44307.18,742500,793467,-1344,XAP,24
2434779,343736,Cash loans,,0,0,-281,XAP,
2402246,323972,Revolving loans,11250,225000,225000,-943,HC,0
1474133,256923,Revolving loans,11250,225000,225000,-820,XAP,0
1370660,111407,Cash loans,15660,225000,225000,-317,XAP,18
2194525,256958,Cash loans,47277,450000,450000,-1393,XAP,12
2749443,404937,Cash loans,38424.78,1147500,1314117,-120,XAP,60
1737553,159043,Cash loans,,0,0,-36,XAP,
2372083,300927,Cash loans,27388.935,135000,143910,-176,XAP,6
2483728,341582,Revolving loans,6750,0,135000,-1248,LIMIT,0
1498418,306916,Cash loans,26574.255,225000,289732.5,-428,XAP,18
1735752,144649,Cash loans,34884.765,315000,332046,-712,XAP,12
2681343,103444,Cash loans,,0,0,-286,XAP,
1968324,233483,Cash loans,,0,0,-427,XAP,
1654610,208703,Revolving loans,,0,0,-336,XAP,
2171788,403589,Cash loans,39194.775,382500,382500,-327,HC,12
2197365,378190,Revolving loans,45000,0,900000,-831,HC,0
1717908,399439,Cash loans,10781.46,90000,107901,-1710,XAP,12
1749019,267989,Revolving loans,,0,0,-356,XAP,
2524841,120334,Cash loans,15920.91,454500,544491,-526,XAP,60
1291027,167070,Cash loans,,0,0,-259,XAP,
2559932,151881,Cash loans,22926.42,112500,116212.5,-2210,XAP,6
1234017,186880,Cash loans,9270.405,90000,135126,-1103,XAP,36
1799801,223872,Cash loans,13440.015,112500,119925,-2560,XAP,12
1313863,436701,Cash loans,5043.15,45000,45000,-2220,SCO,12
2495260,152898,Revolving loans,21375,427500,427500,-604,XAP,0
2414372,291091,Cash loans,20861.55,225000,299047.5,-799,XAP,24
1059592,380565,Cash loans,48829.095,1129500,1227901.5,-333,XAP,36
1340997,395418,Cash loans,,0,0,-254,XAP,
1044298,253537,Cash loans,46107,450000,450000,-2268,LIMIT,12
2536938,178102,Cash loans,30993.84,405000,442422,-1230,XAP,24
2430860,146341,Cash loans,,0,0,-477,XAP,
1353060,146341,Cash loans,,0,0,-157,XAP,
2506423,366911,Revolving loans,16875,0,337500,-1263,XAP,0
2039376,172302,Revolving loans,,0,0,-207,HC,
2189157,297153,Cash loans,14019.705,135000,143910,-671,XAP,12
2366648,202118,Cash loans,23494.275,225000,239850,-1151,XAP,12
1524112,202118,Cash loans,14663.835,202500,229230,-823,XAP,24
1185046,169208,Cash loans,18750.24,522000,522000,-1042,XAP,48
1007581,333431,Cash loans,29524.725,157500,162697.5,-967,XAP,6
1552304,166610,Cash loans,16649.505,229500,248130,-375,HC,18
1909679,215679,Cash loans,10950.435,112500,150480,-1860,HC,24
2726370,315030,Revolving loans,2250,45000,45000,-206,XAP,0
1239371,423707,Cash loans,37350.18,1012500,1130112,-445,XAP,48
1776656,239562,Cash loans,35743.455,967500,1107981,-838,XAP,60
1786661,450974,Cash loans,,0,0,-161,XAP,
2544971,179261,Cash loans,,0,0,-299,XAP,
1118557,158839,Cash loans,25083.18,135000,139455,-192,XAP,6
2457703,130112,Cash loans,,0,0,-243,SCOFR,
1836750,330868,Cash loans,30121.47,225000,272889,-446,XAP,12
2613242,264103,Revolving loans,27000,540000,540000,-78,XAP,0
1809752,422446,Cash loans,,0,0,-254,XAP,
1879568,194950,Cash loans,,0,0,-109,XAP,
2444641,226691,Revolving loans,45000,0,900000,-986,XAP,0
1337845,372128,Revolving loans,22500,0,450000,-595,XAP,0
1691804,427157,Cash loans,31441.14,562500,756706.5,-773,XAP,42
1600102,117302,Cash loans,,0,0,-304,XAP,
2825089,197579,Revolving loans,4500,90000,90000,-107,XAP,0
1778841,226667,Cash loans,69758.64,2025000,2217456,-139,LIMIT,48
1949617,321066,Cash loans,24092.775,225000,304933.5,-792,XAP,24
2247010,186287,Cash loans,30975.255,337500,360891,-388,XAP,18
2507102,357994,Cash loans,16228.665,225000,247275,-246,HC,18
2310898,299108,Consumer loans,5393.79,54427.5,62509.5,-1503,XAP,18
1921958,217040,Consumer loans,12575.295,79177.5,66478.5,-1679,XAP,6
2845367,330376,Consumer loans,15302.205,180000,186840,-1491,LIMIT,18
2362202,434757,Consumer loans,6571.935,49455,48181.5,-1519,XAP,10
1740740,414949,Consumer loans,12293.595,57669.75,46138.5,-781,XAP,4
2768195,390207,Consumer loans,3468.51,27927,31284,-953,XAP,12
1292820,255395,Cash loans,5282.685,90000,113760,-329,XAP,48
1896497,185701,Consumer loans,12007.98,74227.5,66802.5,-1012,XAP,6
2845321,189546,Consumer loans,11704.5,94500,81000,-2188,SCO,8
1465465,295194,Consumer loans,4495.5,45450,44955,-2238,XAP,12
2023323,278573,Cash loans,4414.725,67500,78637.5,-1582,XAP,30
2715222,388789,Consumer loans,20006.775,99513,101565,-1474,XAP,6
1821134,328025,Consumer loans,6419.655,104697,104697,-596,XAP,18
2053691,325432,Consumer loans,2411.01,36441,44136,-919,XAP,24
1799028,245901,Consumer loans,5097.51,47097,45882,-2385,XAP,10
1082184,265032,Consumer loans,16408.62,195313.5,172813.5,-88,XAP,12
2457052,115040,Cash loans,19317.465,360000,426528,-463,HC,48
1612088,389835,Cash loans,,0,0,-5,XAP,
2432027,224148,Revolving loans,13500,0,270000,-851,XAP,0
2547725,419428,Consumer loans,4464.54,23481,22189.5,-1348,XAP,6
2513853,451778,Cash loans,4986.405,58500,66690,-1130,XAP,18
1185264,184256,Cash loans,9556.74,45000,46485,-943,XAP,6
2117048,100121,Consumer loans,3551.85,18441,17419.5,-1987,XAP,6
2265761,317453,Consumer loans,4958.46,35572.5,35572.5,-117,XAP,8
2562107,151819,Consumer loans,9602.1,106425,90000,-903,XAP,12
1474351,149720,Cash loans,12358.8,270000,270000,-949,XAP,48
1598277,138824,Consumer loans,18025.065,194715,190741.5,-1394,XAP,12
1415059,219578,Consumer loans,6427.98,41760,52861.5,-1915,XAP,12
1183559,380902,Consumer loans,3692.205,17010,18108,-1574,XAP,6
1564714,390118,Consumer loans,4865.67,35685,40581,-1824,XAP,12
1556729,411541,Consumer loans,19717.29,155227.5,168957,-2462,XAP,12
1755243,412835,Consumer loans,,61110,61110,-1996,CLIENT,
2663297,429993,Consumer loans,4189.32,20376,20376,-2225,XAP,6
2618678,142669,Consumer loans,3860.19,33655.5,33277.5,-2223,XAP,12
1532316,297348,Consumer loans,3921.75,27157.5,29398.5,-2467,XAP,10
1467937,273054,Revolving loans,10125,202500,202500,-280,XAP,0
1242859,201254,Cash loans,,0,0,-286,XAP,
1502207,438345,Cash loans,,0,0,-312,HC,
2577678,108436,Consumer loans,44778.42,471600,471600,-301,LIMIT,12
1360308,316500,Cash loans,35964,675000,675000,-576,XAP,24
1580573,131890,Cash loans,14613.21,450000,553950,-426,VERIF,60
2533944,121622,Cash loans,48069.45,1260000,1406362.5,-775,HC,48
1273015,107551,Cash loans,17140.5,450000,450000,-300,HC,36
2636812,342478,Consumer loans,6911.55,26955,24259.5,-2692,SCO,4
2342157,352862,Consumer loans,3928.95,29565,28804.5,-1867,XAP,10
1687952,288935,Consumer loans,7277.85,161550,161550,-259,XAP,24
1082561,117629,Consumer loans,3355.56,19755,16587,-1915,XAP,6
1056017,408427,Consumer loans,4136.625,19408.5,15525,-853,XAP,4
1234659,350052,Consumer loans,3241.575,23805,26163,-1823,XAP,12
2726118,325165,Consumer loans,2509.155,23890.5,21501,-2380,XAP,12
1675591,213746,Consumer loans,5233.455,48352.5,47106,-2615,XAP,10
2540193,382584,Revolving loans,2250,45000,45000,-387,XAP,0
2727222,439508,Consumer loans,6425.37,62955,56659.5,-2003,XAP,10
1168924,371722,Consumer loans,5064.84,50157,49905,-739,XAP,12
1652049,263424,Consumer loans,8070.435,78205.5,86463,-703,XAP,12
2646682,153848,Consumer loans,2070.945,16771.5,18837,-423,XAP,14
1985479,451458,Cash loans,26063.415,450000,533160,-877,XAP,48
1387711,188983,Cash loans,34246.44,1129500,1129500,-508,XAP,48
2596304,207011,Cash loans,8797.77,45000,46485,-771,XAP,6
2203286,348678,Cash loans,4369.365,49500,65380.5,-581,XAP,24
1671109,371768,Cash loans,,0,0,-169,XAP,
2224629,300082,Revolving loans,10125,0,202500,-1365,XAP,0
1151890,100785,Cash loans,13608,112500,134883,-1541,XAP,12
2133013,412266,Revolving loans,20250,405000,405000,-176,HC,0
1076558,337614,Cash loans,39403.89,315000,332046,-1562,XAP,12
1973334,295784,Revolving loans,9000,0,180000,-657,XAP,0
2308763,230102,Cash loans,,0,0,-168,XAP,
1393278,407516,Cash loans,,0,0,-332,XAP,
1541984,124939,Cash loans,,0,0,-49,XAP,
2382660,241034,Cash loans,14570.64,315000,367389,-1506,XAP,36
1491256,357587,Cash loans,24094.71,180000,218308.5,-797,XAP,12
1847901,101347,Cash loans,25784.595,405000,494811,-1426,XAP,48
1210444,289822,Cash loans,7941.735,67500,71955,-2071,XAP,12
2634938,374626,Cash loans,11336.715,135000,177219,-1568,HC,24
1673337,142808,Cash loans,,0,0,-464,XAP,
1060035,427848,Cash loans,25309.575,450000,501975,-1286,XAP,30
2005687,396620,Cash loans,51334.695,810000,893398.5,-627,HC,36
2825414,436117,Revolving loans,,0,0,-197,XAP,
1819212,429097,Cash loans,,0,0,-226,XAP,
2495741,444068,Cash loans,5521.68,45000,53955,-1511,XAP,12
2227158,126300,Cash loans,11895.885,135000,148365,-1228,XAP,18
1466456,267697,Consumer loans,6561.405,67770,33340.5,-1386,XAP,6
1084410,300961,Consumer loans,19542.06,182025,175896,-2521,XAP,10
1831536,211519,Consumer loans,3536.235,18360,17343,-1744,XAP,6
1471020,421959,Cash loans,32543.55,765000,765000,-18,HC,36
2414368,164633,Cash loans,45357.885,675000,773514,-700,XAP,24
1371223,454203,Cash loans,,0,0,-361,XAP,
1571865,302032,Cash loans,,0,0,-365,XAP,
1622372,132185,Consumer loans,,0,0,-435,XAP,
2414371,187542,Cash loans,87587.73,1204117.245,1256569.245,-763,XAP,18
1048550,144294,Cash loans,34117.155,1125000,1288350,-862,HC,60
1730186,183336,Cash loans,63180,2250000,2250000,-804,XAP,60
1354045,291517,Cash loans,,0,0,-247,XAP,
2825760,346186,Revolving loans,,0,0,-167,XAP,
1385661,264105,Cash loans,10629.72,90000,115893,-888,XAP,18
1318000,365557,Revolving loans,,0,0,-144,XAP,
2763768,256575,Revolving loans,7875,0,157500,-1230,HC,0
2702929,310355,Cash loans,18674.955,225000,358375.5,-823,XAP,48
2495272,392916,Revolving loans,11250,225000,225000,-782,XAP,0
2576150,369876,Cash loans,,0,0,-443,XAP,
2612534,283936,Cash loans,,0,0,-51,XAP,
1160845,169489,Revolving loans,11250,0,225000,-787,XAP,0
2285531,203276,Cash loans,,0,0,-468,XAP,
2157221,203276,Cash loans,6481.755,90000,116077.5,-411,HC,24
2034862,161673,Consumer loans,1757.34,14310,12879,-293,XAP,10
1460741,357198,Cash loans,9830.97,90000,95940,-770,XAP,12
2600217,324950,Consumer loans,12433.95,116059.5,128317.5,-471,LIMIT,12
1681749,224027,Consumer loans,3682.98,28309.095,25470,-2874,XAP,9
1082483,310082,Consumer loans,17130.15,190336.5,171301.5,-2462,XAP,12
1349856,175716,Consumer loans,12270.645,163390.5,163390.5,-2378,HC,24
2505161,350803,Consumer loans,4396.365,88101,94342.5,-2642,XAP,24
1341479,348782,Consumer loans,10302.75,52515,55633.5,-203,HC,6
2495957,323828,Cash loans,33986.655,1125000,1288350,-951,XAP,60
2703662,244896,Cash loans,26954.1,225000,269757,-1739,XAP,12
1311217,338579,Cash loans,21830.22,180000,191880,-1656,XAP,12
1225505,325992,Cash loans,,0,0,-397,XAP,
1858047,100478,Revolving loans,13500,270000,270000,-403,HC,0
1364320,186572,Cash loans,35926.335,697500,793251,-781,XAP,48
2349358,275974,Revolving loans,,0,0,-39,XAP,
2243680,283948,Cash loans,72524.475,1935000,2141892,-696,XAP,54
1834780,142634,Cash loans,,0,0,-27,XAP,
2612322,180425,Cash loans,12108.06,202500,282690,-215,HC,36
1079062,327015,Cash loans,5898.6,54000,57564,-699,XAP,12
1021582,302114,Cash loans,12074.31,135000,152820,-440,HC,24
1451935,328243,Cash loans,,0,0,-318,XAP,
1224433,282522,Cash loans,20732.94,643500,753925.5,-277,HC,60
2445281,368568,Cash loans,29877.48,675000,767664,-1086,XAP,48
2362612,394037,Cash loans,39136.095,855000,941904,-726,XAP,42
1127866,312739,Cash loans,8436.105,45000,46485,-307,XAP,6
1353508,177555,Cash loans,30074.85,450000,491580,-586,XAP,24
1754624,353396,Cash loans,,0,0,-157,XAP,
1619683,216663,Cash loans,23521.14,315000,400045.5,-1173,XAP,24
1999666,213030,Cash loans,34352.37,454500,490495.5,-551,XAP,24
1280505,272336,Consumer loans,40341.69,242060.535,227533.5,-2519,XAP,6
2641459,357781,Consumer loans,17148.06,169749,169749,-948,XAP,12
1676582,168502,Consumer loans,4152.69,25200,22680,-2337,XAP,6
2015145,221094,Consumer loans,5150.61,23805,21973.5,-2637,XAP,5
2326505,450768,Cash loans,,0,0,-406,XAP,
1069334,410098,Cash loans,,0,0,-250,XAP,
2377088,402718,Cash loans,,0,0,-161,XAP,
1224529,222489,Revolving loans,9000,180000,180000,-695,XAP,0
2326345,323836,Cash loans,13860.18,112500,135261,-384,HC,12
2211820,446913,Consumer loans,12912.885,125955,125955,-570,XAP,12
2606551,194358,Consumer loans,23288.445,231615,208453.5,-395,LIMIT,10
1218378,174291,Cash loans,37801.845,1125000,1288350,-169,HC,60
1412203,269126,Consumer loans,4632.66,77215.5,38605.5,-2886,XAP,10
2728972,106168,Consumer loans,3561.525,14886,17532,-1254,XAP,6
1963865,112144,Consumer loans,4913.01,88515,106042.5,-1627,XAP,24
2512103,267305,Consumer loans,28692.54,306000,306000,-260,XAP,12
1589949,413452,Consumer loans,17487.585,231702.48,185359.5,-681,XAP,12
1589950,437694,Consumer loans,17727.75,193580.82,193576.5,-691,XAP,12
1743841,355870,Consumer loans,16722.585,182603.88,182601,-770,XAP,12
2598410,152654,Consumer loans,13355.91,148237.74,148234.5,-1091,XAP,12
1894687,230119,Consumer loans,18438.255,204642.54,204642,-831,XAP,12
1561684,118085,Consumer loans,10327.68,91057.5,90081,-2014,XAP,12
2768962,329448,Consumer loans,,103878,103878,-133,CLIENT,
2598982,186157,Consumer loans,6266.295,49139.595,47871,-2713,XAP,10
1002735,362338,Consumer loans,6266.295,49139.595,47871,-2835,XAP,10
1418209,224351,Consumer loans,5972.535,59400,53460,-259,XAP,10
1263172,453747,Consumer loans,1292.76,11515.5,11515.5,-215,XAP,12
2035887,368056,Consumer loans,5090.805,55588.5,55588.5,-54,XAP,12
1373186,194063,Consumer loans,6869.205,36841.5,24111,-2594,XAP,4
1656769,227904,Consumer loans,,130770,130770,-1918,CLIENT,
1488813,309293,Consumer loans,6118.2,42880.5,43866,-1863,XAP,12
2223998,304010,Consumer loans,4595.085,39375,39375,-2693,SCO,12
2176621,342081,Cash loans,35325,1125000,1125000,-325,HC,48
2486002,189565,Consumer loans,4687.785,90405,100624.5,-751,XAP,24
1739066,427338,Consumer loans,15148.485,150741,149017.5,-366,XAP,12
2651932,377562,Consumer loans,13112.46,71995.5,68004,-1180,XAP,6
1555963,130135,Consumer loans,9114.12,176391,176391,-195,XAP,24
2362956,391883,Consumer loans,9832.185,89302.5,89302.5,-798,XAP,10
2483452,347000,Consumer loans,,46881,46881,-433,CLIENT,
1623491,329461,Cash loans,43712.595,697500,745375.5,-243,XAP,24
2316512,179140,Cash loans,35004.825,337500,441391.5,-479,HC,24
1598298,444719,Cash loans,35509.86,495000,527341.5,-1631,XAP,18
2286164,382439,Cash loans,50575.23,1170000,1271929.5,-638,XAP,36
1598297,259499,Cash loans,16303.14,135000,161856,-1028,XAP,12
1468538,164566,Revolving loans,11250,0,225000,-1104,XAP,0
1166918,399148,Cash loans,17366.49,405000,479844,-1246,SCO,48
1338002,440833,Cash loans,71162.28,1260000,1333179,-855,XAP,24
1568918,413795,Cash loans,13432.815,121500,154984.5,-1932,XAP,18
2007565,134037,Revolving loans,15750,0,315000,-1134,XAP,0
2475459,421145,Cash loans,14856.75,225000,284400,-86,HC,24
2115148,209482,Cash loans,20172.6,180000,180000,-2416,HC,12
2139641,217974,Cash loans,46296.9,1755000,1755000,-636,HC,60
2316668,132267,Cash loans,,0,0,-199,XAP,
2686682,262780,Cash loans,,0,0,-104,XAP,
1474384,406295,Cash loans,28346.76,805500,964989,-235,XAP,60
2457152,335863,Cash loans,,0,0,-191,XAP,
1887450,204523,Cash loans,15489.315,202500,222547.5,-520,XAP,18
1005759,107693,Consumer loans,2661.12,20475,19948.5,-2400,XAP,10
2436208,238179,Consumer loans,9526.05,211455,211455,-830,XAP,24
2755304,331259,Consumer loans,5552.685,27805.5,27004.5,-213,XAP,6
1315364,307024,Revolving loans,,0,0,-382,XAP,
2054179,292508,Consumer loans,11346.93,56205,60655.5,-328,XAP,6
2173977,217352,Consumer loans,5266.665,23112,18486,-2528,XAP,4
1090931,204213,Revolving loans,7875,0,180000,-2480,LIMIT,0
1750348,354459,Consumer loans,2994.93,23350.5,25663.5,-2597,XAP,12
2486759,288124,Consumer loans,30003.48,300069.495,270058.5,-2575,XAP,10
1176166,188929,Consumer loans,12929.13,104674.095,73170,-2874,XAP,7
2077607,284675,Consumer loans,6141.015,24705,21555,-2879,XAP,4
2528865,455201,Revolving loans,6750,135000,135000,-721,XAP,0
2786173,334189,Revolving loans,22500,450000,450000,-126,HC,0
1177758,407298,Cash loans,,0,0,-300,XAP,
1867149,169084,Cash loans,,0,0,-243,XAP,
2684943,263177,Cash loans,,0,0,-303,XAP,
2359256,133611,Revolving loans,,0,0,-146,XAP,
2329157,119144,Cash loans,25969.635,495000,573408,-452,XAP,48
1614804,126466,Cash loans,14081.76,198000,198000,-300,XAP,18
2151457,208784,Cash loans,42515.55,1350000,1546020,-216,XAP,60
1814279,186875,Cash loans,,0,0,-77,XAP,
1663669,285247,Cash loans,,0,0,-121,HC,
1483628,187160,Cash loans,,0,0,-360,XAP,
1968554,349985,Cash loans,16346.25,135000,152820,-151,XAP,12
1530848,287370,Cash loans,8594.28,63000,71316,-234,XAP,12
2577493,424299,Consumer loans,12328.425,180382.5,238599,-645,LIMIT,24
1826485,139488,Consumer loans,7812.495,151200,151200,-648,LIMIT,24
2736401,181430,Consumer loans,15746.04,58455,58455,-141,XAP,4
1941452,171610,Consumer loans,10420.47,169979.4,199147.5,-1156,XAP,24
1202958,116878,Cash loans,15665.31,180000,197820,-222,HC,18
2047128,261762,Revolving loans,2250,45000,45000,-336,XAP,0
2785347,104068,Consumer loans,10229.13,78705,76680,-2515,XAP,10
2150209,229337,Consumer loans,12700.485,136125,136125,-1378,XAP,12
2405137,167390,Consumer loans,16572.69,163521,177552,-769,XAP,12
2764751,270782,Consumer loans,2192.715,15151.5,14647.5,-2239,XAP,10
2581794,203597,Consumer loans,10370.115,49455,35838,-566,XAP,4
2834838,200260,Consumer loans,15384.51,154710,177372,-857,LIMIT,16
1153930,294246,Cash loans,35395.11,450000,521280,-160,XAP,36
1399413,395332,Cash loans,21231.225,270000,313839,-614,HC,36
1247029,211239,Revolving loans,,0,0,-247,HC,
1195062,304168,Revolving loans,,0,0,-314,XAP,
1506065,297182,Cash loans,42358.23,1372500,1535553,-153,HC,60
1385969,358100,Cash loans,29971.035,450000,640080,-100,XAP,48
2741813,196479,Revolving loans,16875,337500,337500,-244,XAP,0
1608809,350884,Revolving loans,2250,45000,45000,-377,SCOFR,0
1909916,250913,Cash loans,,0,0,-210,XAP,
1538293,313512,Consumer loans,17345.655,192712.5,154170,-501,XAP,10
1152465,192057,Consumer loans,23784.3,160344,128272.5,-562,XAP,6
2712668,437493,Cash loans,15444.45,247500,364270.5,-572,XAP,48
2826458,363914,Cash loans,,0,0,-179,XAP,
1766534,178204,Cash loans,30269.16,450000,631705.5,-876,XAP,42
1619674,205392,Cash loans,29571.84,630000,694863,-501,XAP,36
2760205,171939,Cash loans,19978.425,90000,104103,-1001,XAP,6
2334953,288080,Cash loans,24219.54,225000,304924.5,-848,LIMIT,24
1641280,277899,Revolving loans,6750,0,135000,-1330,XAP,0
2204344,115473,Cash loans,26602.74,225000,239850,-1086,XAP,12
2185672,117591,Cash loans,,0,0,-393,XAP,
1974920,395672,Revolving loans,7875,0,157500,-1544,XAP,0
2823585,265193,Cash loans,,0,0,-248,XAP,
1798196,226951,Consumer loans,7659.495,67437,67437,-175,XAP,10
2827974,333672,Revolving loans,11250,225000,225000,-672,HC,0
2060358,161592,Consumer loans,7163.28,71640,64476,-2351,XAP,10
1063880,125875,Cash loans,16059.285,67500,78552,-330,HC,6
1999116,416507,Cash loans,15295.32,225000,303358.5,-1135,XAP,30
1851413,371140,Revolving loans,7875,0,157500,-1243,HC,0
1093955,327857,Cash loans,,0,0,-190,XAP,
1121531,123368,Consumer loans,2698.2,23377.5,23121,-2577,XAP,12
2689996,381370,Cash loans,19913.265,292500,354276,-238,HC,24
1964854,281268,Cash loans,,0,0,-84,XAP,
1785449,394226,Cash loans,52026.165,1129500,1227901.5,-866,XAP,36
1832391,455273,Cash loans,19493.55,315000,349096.5,-838,XAP,24
2456351,398583,Cash loans,,0,0,-376,XAP,
1909191,131100,Cash loans,,0,0,-206,XAP,
2297355,134804,Cash loans,,0,0,-223,XAP,
1447366,318859,Consumer loans,14137.155,107955,75519,-1898,SCO,6
1394852,160398,Consumer loans,4866.435,40320,38776.5,-2573,XAP,10
1050302,432352,Consumer loans,11700.54,107550,118908,-1018,XAP,12
2224202,410718,Consumer loans,7420.95,67905,67158,-1339,XAP,12
1997695,266615,Consumer loans,5826.69,41985,45450,-2209,XAP,10
2626846,445064,Consumer loans,10191.87,109120.5,109120.5,-1623,XAP,12
1328537,199688,Consumer loans,6375.15,95193,95193,-1130,XAP,18
2716262,142735,Consumer loans,6753.825,83767.5,97038,-156,XAP,18
2062326,250709,Consumer loans,7535.88,35955,26451,-2279,XAP,4
1071716,221817,Consumer loans,14538.6,123052.5,122440.5,-521,XAP,12
2037507,198752,Consumer loans,16655.31,87075,91674,-810,XAP,6
2601997,179349,Consumer loans,,54126,54126,-2050,CLIENT,
1444407,248403,Consumer loans,8170.425,50395.5,43645.5,-2221,SCO,6
2724054,193213,Cash loans,11097.72,261000,398808,-153,HC,60
1747827,161664,Cash loans,20119.815,283500,357975,-348,XAP,24
2274942,100170,Cash loans,,0,0,-334,XAP,
2586033,184605,Cash loans,56160.36,1125000,1325475,-95,XAP,36
2839986,184605,Cash loans,,0,0,-457,XAP,
2615621,307884,Revolving loans,,0,0,-104,XAP,
1080645,281176,Consumer loans,8673.705,91350,91350,-294,XAP,12
2709110,285769,Cash loans,16992.585,157500,213444,-1136,XAP,24
1336754,212035,Cash loans,14221.845,135000,171409.5,-1213,XAP,18
1820397,370347,Cash loans,16770.375,202500,222547.5,-647,XAP,18
2471342,357681,Revolving loans,,0,0,-302,XAP,
2155856,122571,Cash loans,34211.475,922500,1056447,-283,XAP,60
2135461,384495,Cash loans,15574.905,360000,439596,-1350,HC,60
1803569,226347,Cash loans,,0,0,-375,XAP,
2360022,288905,Cash loans,32672.25,540000,582768,-834,XAP,24
1442191,303877,Cash loans,50885.01,585000,703458,-950,XAP,18
2106900,143026,Cash loans,51655.725,1129500,1211503.5,-822,XAP,30
2793466,293415,Consumer loans,19750.095,131400,140071.5,-2541,XAP,8
2261693,202061,Consumer loans,2791.935,16875,14625,-1375,XAP,6
1645299,233764,Cash loans,42176.295,675000,721332,-698,XAP,24
2744934,277168,Cash loans,7395.48,90000,98910,-308,XAP,18
2165722,352127,Cash loans,16037.64,247500,274288.5,-437,XAP,24
2019286,190820,Cash loans,23008.5,450000,450000,-531,HC,36
2370887,328497,Cash loans,21709.125,450000,512370,-593,XAP,36
1368776,115127,Consumer loans,6363.045,37035,31783.5,-1622,XAP,6
2550896,139081,Consumer loans,5445.81,46665,46665,-2239,LIMIT,12
1603411,135608,Consumer loans,9365.355,53050.5,56551.5,-1469,XAP,8
2191531,275138,Consumer loans,13794.12,127444.5,124159.5,-2553,XAP,10
2400171,341292,Consumer loans,6692.355,37845,33345,-2489,LIMIT,6
2210287,430434,Consumer loans,3237.75,45040.5,24399,-2212,XAP,10
1924925,395075,Cash loans,21109.5,450000,450000,-236,LIMIT,48
2480340,368834,Consumer loans,9698.85,44950.5,47173.5,-1331,XAP,6
2202766,100709,Consumer loans,5133.915,54634.5,54634.5,-147,XAP,12
2237889,222097,Consumer loans,3047.805,74488.5,66415.5,-480,XAP,24
1394407,209724,Cash loans,,0,0,-219,XAP,
2454359,141604,Consumer loans,5842.71,44955,43798.5,-2376,XAP,10
1462388,262825,Consumer loans,11732.355,86305.5,95418,-207,XAP,12
2347244,104483,Consumer loans,7001.28,58500,63648,-692,XAP,10
1980465,360963,Consumer loans,6570.495,27562.5,23062.5,-2561,SCO,4
1618503,216292,Revolving loans,0,0,0,-540,XAP,0
2505758,386613,Consumer loans,11246.175,116059.5,116059.5,-487,HC,12
1466015,133514,Consumer loans,12239.595,125631,108796.5,-2689,XAP,10
1676346,199577,Consumer loans,7758.72,40455,37737,-2066,XAP,6
2660763,302246,Consumer loans,4921.11,87795,106339.5,-292,XAP,24
2125115,361442,Cash loans,,0,0,-191,XAP,
2398216,182093,Cash loans,34074.45,540000,582768,-477,XAP,24
2674487,247631,Cash loans,37822.005,1129500,1293502.5,-903,XAP,60
2674490,151639,Cash loans,22965.075,270000,329958,-1050,XAP,18
2219483,386369,Cash loans,,0,0,-423,XAP,
2183905,142280,Cash loans,21892.86,679500,796104,-222,XAP,60
2721538,382932,Cash loans,16871.265,90000,92970,-1084,XAP,6
1416779,379828,Cash loans,46131.075,450000,555930,-589,XAP,18
1086291,438291,Cash loans,41195.835,900000,991476,-1191,XAP,42
2797771,177253,Cash loans,12466.035,180000,203760,-496,XAP,24
1146567,375380,Cash loans,,0,0,-279,HC,
1522896,169923,Cash loans,16118.37,180000,197820,-2301,XAP,18
1526975,325145,Cash loans,,0,0,-300,XAP,
1544674,272161,Cash loans,23024.295,324000,359923.5,-1642,XAP,24
1600027,121267,Cash loans,26641.26,450000,545040,-130,HC,48
2562600,378744,Cash loans,8981.82,45000,46485,-2511,XAP,6
1300314,389738,Cash loans,48321,450000,450000,-2612,SCO,12
1086744,365785,Cash loans,,0,0,-200,XAP,
1443356,106923,Cash loans,81702.225,1800000,1928304,-479,XAP,36
1543357,439644,Consumer loans,7686.81,84152.835,75739.5,-395,XAP,12
